timestamp,hash,196 Albany,4101 White Plains Road,57 Cleveland Place,Bathgate Contract Postal Station,Bay Ridge 5th Avenue,Beach 39th,Bellevue Hospital,Belvis DTC,Bensonhurst 14th Avenue,Brooklyn Army Terminal,Canarsie Municipal Lot,Ida G. Israel CHC,Co-op City Retail Space,Coney Island Hospital,Jonathan Williams Houses,Vanderbilt,Woodside Houses,Cumberland DTC,Edward Grant,Elmhurst Hospital,East New York DTC,Fort Hamilton,Gouverneur Healthcare,Greenbelt Recreation Center,Harlem Hospital Center,Highbridge Pool,Jacobi Medical Center,JFK Airport,Kew Gardens,Kings County Hospital,LaGuardia Airport,Lefferts,Lincoln Medical Center,Mariners Harbor Library,Metropolitan Hospital,Midwood,Morrisania DTC,Mt. Loretto Sportsplex,North Central Bronx Hospital,Northern Boulevard,Old Broadway,Queens Hospital Center,Rain Boston Road Senior Center,Red Hook Recreation Center,Sorreno Recreation Center,St. Albans,St. George Ferry Terminal,St. James Recreation Center,Starret City,Dyckman Clinica de Las Americas,St. Nicholas CHC,Sydenham Health Center,Tremont CHC,Windsor Park Library,Woodhull Medical Center
2021-02-04T22:37:20.206Z,93b24bcd1e401007e2e9425d1c37d161,0,NR,0-30,,0,0-30,0-30,0-30,0,,30-60,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,60-90,0-30,NR,0-30,0,0-30,NR,30-60,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,60-90,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T22:50:35.434Z,60aa4fb3227403eeff1d08309f7af545,0,NR,0-30,,0,0-30,0-30,0-30,0,,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,60-90,0-30,NR,0-30,0,0-30,NR,30-60,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,60-90,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T23:10:14.782Z,41c7131cb864b35472c8ef81af7895b3,0,NR,0-30,,0,0,0-30,0-30,0,,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,60-90,0-30,NR,0-30,0,0-30,NR,30-60,30-60,0-30,NR,0,0-30,60-90,0,0,NR,NR,60-90,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-05T13:22:25.293Z,2b4147ececd8c363a0788fe9b5027472,NR,NR,NR,,0,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,0-30,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-05T13:34:08.522Z,28d9c45ba409988d8d33542e5bb25734,NR,NR,0,,0,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,0-30,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-05T13:52:14.785Z,7221cbe735f85d2a21772b699e1c0d87,NR,NR,0,,0,NR,0-30,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,0-30,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-05T14:09:47.940Z,a944001fa4464505b97471943064b670,NR,NR,0,,0,0-30,0-30,NR,NR,,NR,NR,NR,NR,NR,0,NR,NR,NR,60-90,0-30,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,0,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-05T14:27:45.569Z,7bd2d9cb67b7ecf5c71dc724eb1ec187,NR,NR,0,,0,0-30,0-30,NR,0-30,,NR,NR,NR,NR,NR,0,NR,NR,NR,60-90,0-30,NR,NR,NR,NR,NR,NR,0-30,0-30,0-30,NR,NR,NR,NR,NR,0,NR,30-60,NR,NR,0,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-05T14:40:40.862Z,ba20e5578fa01d968fdcf4cd1fd57723,NR,NR,0,,0,0-30,0-30,NR,0-30,,NR,NR,NR,NR,NR,0,NR,NR,NR,60-90,0-30,NR,30-60,NR,0-30,NR,NR,0-30,0-30,0-30,NR,NR,NR,NR,NR,0,NR,30-60,NR,NR,0,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,0-30,30-60
2021-02-05T14:52:12.697Z,d9b6fb6fc51b5d45ba83acbd7bc2bef0,NR,NR,0,,0,0-30,0-30,NR,0-30,,NR,NR,NR,NR,0-30,0,NR,NR,NR,60-90,0-30,NR,30-60,NR,0-30,NR,NR,0-30,0-30,0-30,NR,NR,NR,NR,NR,0,NR,30-60,NR,NR,0,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,0-30,30-60
2021-02-05T15:08:51.687Z,8e7a6325432f9b0424e92654b45e56e1,NR,NR,0,,0,0-30,0-30,30-60,0-30,,NR,NR,NR,NR,0-30,0,NR,NR,NR,60-90,0-30,NR,30-60,NR,0-30,NR,NR,0-30,0-30,0-30,NR,NR,NR,NR,NR,0,30-60,30-60,NR,NR,0,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,0-30,30-60
2021-02-05T15:27:50.808Z,b46f315b04aa3db11e68bf7dde3a7ebf,NR,NR,0,,0,0-30,0-30,30-60,0-30,,NR,NR,NR,NR,0-30,0,NR,NR,NR,60-90,0,NR,30-60,NR,30-60,0,NR,0-30,0-30,0-30,NR,NR,NR,NR,NR,0-30,30-60,0-30,NR,NR,0,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,0-30,30-60
2021-02-05T15:44:03.556Z,3b45a36837d7ca0a8471bf00a576e982,NR,NR,0,,0,0-30,0-30,30-60,0-30,,NR,NR,NR,NR,0-30,0,NR,NR,NR,60-90,0,0-30,30-60,NR,30-60,0,NR,0-30,0-30,0-30,NR,NR,NR,NR,NR,0-30,30-60,0-30,NR,NR,0,0,NR,NR,NR,NR,0-30,NR,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T15:56:25.033Z,15dd6f4e5b92699fece0193753dfa5b1,NR,NR,0,,0,0-30,0-30,30-60,0-30,,NR,NR,0-30,NR,0-30,0,NR,NR,NR,60-90,0,0-30,30-60,NR,30-60,0,NR,0-30,0-30,0-30,NR,NR,NR,NR,NR,0-30,30-60,0-30,NR,NR,0,0,NR,NR,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T16:15:23.948Z,d509aeb8a291afbc3208fc0dfb30c0d5,NR,NR,0,,0,0-30,0-30,30-60,0-30,,NR,NR,0-30,NR,0-30,0,NR,NR,NR,60-90,0,0-30,30-60,NR,30-60,0,NR,0-30,0-30,0-30,NR,NR,NR,NR,NR,0-30,30-60,0-30,NR,NR,0,0,NR,NR,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T16:56:57.073Z,637a627601c45b0800313ab8e92f0f61,0,NR,0,,0,0-30,0-30,30-60,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0,0-30,30-60,30-60,30-60,0,NR,0-30,0-30,0-30,NR,0,NR,NR,NR,0-30,30-60,0-30,60-90,NR,0-30,0,0,NR,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T17:26:20.269Z,a74a06d7ad14517fa8d20c10a90ffd9d,0,NR,0,,0,0,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,30-60,30-60,30-60,30-60,30-60,0,NR,0-30,0-30,0-30,NR,0,30-60,NR,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T17:45:16.819Z,d3e989986c32553b956f03c0e3825a12,0,NR,0,,0,0,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,30-60,30-60,30-60,30-60,30-60,0,NR,0-30,0-30,0-30,NR,0,30-60,NR,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T17:54:48.154Z,bce77cfe0d76c3ac79244a168b176daa,0,NR,0,,0,0,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,30-60,30-60,30-60,30-60,30-60,0,NR,0-30,0-30,0-30,NR,0,30-60,NR,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T18:10:37.340Z,0fa5bf2906c66f7ec3157edcf05df5b3,0,NR,0,,0,0,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,30-60,30-60,0-30,30-60,30-60,0,NR,0-30,0-30,0-30,NR,0,30-60,NR,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T18:36:56.061Z,744af0945e927cecec805f93850a2b4d,0,NR,0,,0,0,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,30-60,30-60,0-30,30-60,30-60,0,NR,0-30,0-30,0-30,NR,0,30-60,NR,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T18:53:42.710Z,fcd8dbce456f71a0fd38773ee8a7d621,0,NR,0,,0,0,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,30-60,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,0,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T19:07:15.332Z,ec333ab6d9d5831006375323af07dc0e,0,NR,0,,0-30,0,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,30-60,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,0,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T19:21:28.942Z,9ee3d39828b85193a42a45ab8bb657cd,0,NR,0,,0-30,0,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T19:33:52.192Z,2ff8c93929efa9922815e966f4dcbf7a,0,NR,0,,0-30,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T19:42:15.821Z,ff56df89f2ea0b907df1bdb8c98e1c7d,0,NR,0,,0-30,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T19:52:13.416Z,6f04e43782801dacbc3670882377f702,0,NR,0,,0-30,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,30-60
2021-02-05T20:09:37.649Z,a60098664ef8c63b52b57442f9d746b7,0,NR,0,,0-30,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0-30,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T20:28:45.049Z,dbf5c66a45e7f53af9a14fcbe7b713dd,0,NR,0,,0-30,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0-30,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T20:41:55.128Z,ecbfe565ac5c65bb64c8a0e95fc25e1f,0,NR,0,,0-30,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0-30,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,60-90,0,0,NR,NR,30-60,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T20:52:11.168Z,d93c86b65ba3104a675241f8c57f209c,0,NR,0,,0-30,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0-30,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,60-90,0,0,NR,NR,30-60,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T21:08:16.897Z,25510dfdfac7d07c11c2ee23b9460d0c,0,NR,0,,0-30,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0-30,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0,30-60,0-30,60-90,NR,0-30,60-90,0,0,NR,NR,30-60,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T21:24:13.301Z,d84e94ae26abb542fe5ff8633f3dc1eb,0,NR,0,,30-60,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0-30,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0-30,30-60,0-30,60-90,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T21:36:37.692Z,0bab5bf2e7699b001a886d6d92f0071e,0,NR,0,,30-60,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0-30,30-60,0-30,60-90,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T21:47:26.290Z,8348d303efa5c2f84307a9dbdb59d996,0,NR,0,,30-60,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0-30,30-60,0-30,60-90,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T22:10:33.557Z,ec5147bb89b80dbb7ccac68d52f512d4,0,NR,0,,30-60,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0,NR,0-30,30-60,0-30,60-90,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T22:36:51.060Z,c287e605b4d32422fd5b747f8e70cdb8,0,NR,0,,30-60,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,30-60,30-60,0-30,NR,0-30,30-60,0-30,60-90,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-05T22:49:47.467Z,b079560da978a96479b8862e15e9b720,0,NR,0,,30-60,0-30,0-30,0,0-30,,NR,NR,30-60,NR,0-30,0,NR,NR,NR,60-90,0-30,30-60,0-30,30-60,30-60,0-30,NR,0-30,0-30,0-30,NR,0-30,30-60,0-30,NR,0-30,30-60,0-30,60-90,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,0-30,30-60,NR,NR,NR,0-30,30-60
2021-02-06T13:21:01.111Z,2990c65bcf20c566e5bc0cf5b3789679,NR,NR,NR,,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-06T13:33:44.472Z,5e398a4955670e86f8310fe77b8612f0,NR,NR,NR,,0-30,NR,NR,NR,NR,,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-06T13:52:17.763Z,aaf7652e8a005baebcac49389ce91b5e,NR,NR,NR,,0-30,NR,NR,NR,NR,,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-06T14:09:18.099Z,ce2ae36c16eddc255837e1a55f8bcd09,NR,NR,NR,,0-30,0-30,NR,NR,NR,,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,0,60-90,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-06T14:26:25.146Z,977ce1d0a2418076445df0532825b7c1,NR,NR,NR,,0-30,30-60,NR,NR,NR,,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,30-60,0-30,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,0,60-90,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,0-30,NR
2021-02-06T14:37:37.485Z,4a8e8144e254d12b6e8cfb96498b3392,NR,NR,NR,,0-30,30-60,NR,NR,NR,,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,30-60,0-30,NR,NR,NR,NR,NR,0,NR,30-60,NR,NR,0,60-90,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,0-30,NR
2021-02-06T14:45:58.577Z,f28a7c7e53398b10481ca55715de20ab,NR,NR,NR,,0-30,30-60,NR,NR,NR,,NR,NR,NR,NR,0-30,0,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,30-60,0-30,NR,NR,NR,30-60,NR,0,NR,30-60,NR,NR,0,60-90,0,NR,NR,NR,0,NR,0-30,NR,NR,NR,NR,0-30,NR
2021-02-06T14:52:47.316Z,c24d3ac7bc2d067357c837de9c7d7ecc,NR,NR,NR,,0-30,30-60,NR,NR,30-60,,NR,NR,NR,NR,0-30,0,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,30-60,0-30,NR,NR,NR,30-60,NR,0,NR,30-60,NR,NR,0,60-90,0,NR,NR,NR,0,NR,0-30,NR,NR,NR,NR,0-30,NR
2021-02-06T15:08:45.250Z,15b3067a7322f17bbd4852bf1d3fe491,NR,NR,NR,,0-30,30-60,NR,0-30,30-60,,NR,NR,NR,NR,0-30,0,NR,NR,NR,NR,0,NR,NR,NR,30-60,0-30,90-120,NR,30-60,0-30,NR,NR,0,30-60,NR,0,NR,30-60,NR,NR,0,60-90,0,NR,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,0-30,NR
2021-02-06T15:27:16.569Z,a0e68fb4990d89b7be13bbfd6151525a,NR,NR,NR,,0,30-60,NR,0-30,30-60,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,0,NR,NR,NR,30-60,0-30,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0,NR,0-30,NR,NR,0-30,90-120,0,NR,NR,NR,0-30,NR,0-30,30-60,NR,NR,NR,0-30,NR
2021-02-06T15:42:27.937Z,9bcaa472158c8817c7acc67985b7eb55,NR,NR,0,,0,30-60,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,0,NR,NR,NR,30-60,0-30,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0-30,NR,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,NR,0-30,30-60,NR,NR,NR,0-30,NR
2021-02-06T15:53:27.139Z,18d2e2652fa1b5e9465e56c8d30a3b72,NR,NR,0,,0,30-60,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,0,NR,30-60,NR,30-60,0-30,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0-30,NR,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,NR,0-30,30-60,NR,NR,NR,0-30,NR
2021-02-06T16:14:59.719Z,97e28447a0905728ba8daa5f0ce44288,NR,NR,0,,0,30-60,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,0,NR,30-60,NR,30-60,0-30,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0-30,NR,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,NR,0-30,30-60,NR,NR,NR,0-30,NR
2021-02-06T16:55:38.468Z,d0eb3a8d02e3d0a9eb924fb9188ccedc,NR,NR,0,,0,0,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,0,30-60,30-60,NR,30-60,0-30,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0-30,NR,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,NR,0,30-60,NR,NR,NR,0-30,NR
2021-02-06T17:21:03.503Z,db6d1df200f056f47d078a9f2198329e,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,0,30-60,30-60,NR,30-60,0,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0-30,NR,0-30,NR,0,0-30,60-90,0,NR,NR,NR,0-30,NR,0,30-60,NR,NR,NR,0-30,NR
2021-02-06T17:42:20.618Z,0c8e7adee47810a7385c0144af7d5186,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,30-60,30-60,30-60,NR,30-60,0,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0-30,NR,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,NR,0,30-60,NR,NR,NR,0-30,NR
2021-02-06T17:53:38.710Z,288bbd73a6f953d6e5b9f69576eda6ce,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,30-60,30-60,30-60,NR,30-60,0,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0-30,NR,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,NR,0,30-60,NR,NR,NR,0-30,NR
2021-02-06T18:10:18.474Z,610c464cb11aaff050aa04d42c129f2e,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,30-60,30-60,30-60,NR,30-60,0,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0-30,NR,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,60-90,0,30-60,NR,NR,NR,0-30,NR
2021-02-06T18:32:41.820Z,9c6b5d28f706db28b8cd005320d7735c,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,30-60,30-60,30-60,NR,30-60,0,90-120,0-30,60-90,0-30,NR,0-30,0,30-60,NR,0-30,NR,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,60-90,0,30-60,NR,NR,NR,30-60,NR
2021-02-06T18:52:12.877Z,262d41c956d85e05c310d8b856c410c2,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,NR,NR,0-30,0,NR,NR,NR,0-30,30-60,30-60,30-60,NR,30-60,0,90-120,0-30,60-90,0-30,NR,0-30,0,0,NR,0-30,NR,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,60-90,0,30-60,NR,NR,NR,30-60,NR
2021-02-06T19:07:02.140Z,dcbbc5d3fe5496d97c0bc89022cd8155,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,0-30,NR,0-30,0,NR,NR,NR,0-30,30-60,30-60,30-60,NR,30-60,0-30,90-120,0-30,60-90,0-30,NR,0-30,0,0,NR,0-30,30-60,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,60-90,0,30-60,NR,NR,NR,30-60,NR
2021-02-06T19:20:48.756Z,faed5d5e186932c9949ca8ee6effbdc2,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,0-30,NR,0-30,0,NR,NR,NR,0-30,30-60,30-60,30-60,NR,30-60,0-30,90-120,0-30,60-90,0-30,NR,0-30,0,0,NR,0-30,30-60,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,60-90,0,30-60,NR,NR,NR,30-60,NR
2021-02-06T19:33:37.397Z,ca0716b3558bdc807e6b3db98cdec179,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,0-30,NR,0-30,0,NR,NR,NR,0-30,30-60,0-30,30-60,NR,30-60,0-30,90-120,0-30,60-90,0-30,NR,0-30,0,0,NR,0-30,30-60,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,60-90,0,30-60,NR,NR,NR,30-60,NR
2021-02-06T19:42:13.500Z,bc7b2d1596c2ac8660e0c897ada22872,NR,NR,0,,0,0-30,NR,0-30,0,,NR,NR,0-30,NR,0-30,0,NR,NR,NR,0-30,30-60,0-30,30-60,NR,30-60,0-30,90-120,0-30,60-90,0-30,NR,30-60,0,0,NR,0-30,30-60,0-30,NR,0,0-30,90-120,0,NR,NR,NR,0-30,60-90,0,30-60,NR,NR,NR,30-60,NR
